REGION,TECHNOLOGY,EMISSION,MODE_OF_OPERATION,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
EU27,EUEPSLPG0000,EUCO2_ESR,1,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631
EU27,EUEPSLPG0000,EUCH4_ESR,1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
EU27,EUEPSLPG0000,EUN2O_ESR,1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
EU27,EUEPSLPG0000,EUCO2,1,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631,0.0631
EU27,EUEPSLPG0000,EUCH4,1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
EU27,EUEPSLPG0000,EUN2O,1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
EU27,EUEPSKRS0000,EUCO2_AV,1,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715,0.0715
EU27,EUEPSKRS0000,EUCH4_AV,1,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003
EU27,EUEPSKRS0000,EUN2O_AV,1,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
EU27,EUEPSHFO0000,EUCO2_ETS,1,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774
EU27,EUEPSHFO0000,EUCH4_ETS,1,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003
EU27,EUEPSHFO0000,EUN2O_ETS,1,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
EU27,EUEPSHFO0000,EUCO2,1,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774,0.0774
EU27,EUEPSHFO0000,EUCH4,1,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003
EU27,EUEPSHFO0000,EUN2O,1,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
EU27,EUETRHY2MRCS,EUCO2,1,-0.06566,-0.06566,-0.06566,-0.06551,-0.06536,-0.06521,-0.06506,-0.06491,-0.06476,-0.06462,-0.06447,-0.06432,-0.06418,-0.06413,-0.06408,-0.06403,-0.06398,-0.06393,-0.06388,-0.06383,-0.06378,-0.06373,-0.06368,-0.06363,-0.06358,-0.06353,-0.06348,-0.06344,-0.06339,-0.06334,-0.06329,-0.06324,-0.06319,-0.06319,-0.06319,-0.06319,-0.06319,-0.06319,-0.06319,-0.06319,-0.06319,-0.06319,-0.06319,-0.06319,-0.06319,-0.06319,-0.06319,-0.06319,-0.06319,-0.06319,-0.06319,-0.06319,-0.06319
EU27,EUETRHY2MRCS,EUCH4,1,-0.00117,-0.00117,-0.00117,-0.00117,-0.00117,-0.00116,-0.00116,-0.00116,-0.00115,-0.00115,-0.00115,-0.00115,-0.00114,-0.00114,-0.00114,-0.00114,-0.00114,-0.00114,-0.00114,-0.00114,-0.00114,-0.00114,-0.00114,-0.00113,-0.00113,-0.00113,-0.00113,-0.00113,-0.00113,-0.00113,-0.00113,-0.00113,-0.00113,-0.00113,-0.00113,-0.00113,-0.00113,-0.00113,-0.00113,-0.00113,-0.00113,-0.00113,-0.00113,-0.00113,-0.00113,-0.00113,-0.00113,-0.00113,-0.00113,-0.00113,-0.00113,-0.00113,-0.00113
EU27,EUETRHY2MRCS,EUN2O,1,-0.00012,-0.00012,-0.00012,-0.00012,-0.00012,-0.00012,-0.00012,-0.00012,-0.00012,-0.00012,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011
EU27,EUEEGCOAPPCS,EUCO2,1,-0.27506,-0.27506,-0.27506,-0.27421,-0.27335,-0.27251,-0.27167,-0.27083,-0.27,-0.26917,-0.26835,-0.26754,-0.26673,-0.26592,-0.26512,-0.26432,-0.26353,-0.26275,-0.26196,-0.26119,-0.26041,-0.25965,-0.25888,-0.25812,-0.25737,-0.25662,-0.25587,-0.25513,-0.25439,-0.25366,-0.25293,-0.25221,-0.25149,-0.25149,-0.25149,-0.25149,-0.25149,-0.25149,-0.25149,-0.25149,-0.25149,-0.25149,-0.25149,-0.25149,-0.25149,-0.25149,-0.25149,-0.25149,-0.25149,-0.25149,-0.25149,-0.25149,-0.25149
EU27,EUEEGCOAPPCS,EUCH4,1,-0.00281,-0.00281,-0.00281,-0.0028,-0.0028,-0.00279,-0.00278,-0.00277,-0.00276,-0.00275,-0.00274,-0.00274,-0.00273,-0.00272,-0.00271,-0.0027,-0.00269,-0.00269,-0.00268,-0.00267,-0.00266,-0.00265,-0.00265,-0.00264,-0.00263,-0.00262,-0.00262,-0.00261,-0.0026,-0.00259,-0.00259,-0.00258,-0.00257,-0.00257,-0.00257,-0.00257,-0.00257,-0.00257,-0.00257,-0.00257,-0.00257,-0.00257,-0.00257,-0.00257,-0.00257,-0.00257,-0.00257,-0.00257,-0.00257,-0.00257,-0.00257,-0.00257,-0.00257
EU27,EUEEGCOAPPCS,EUN2O,1,-0.00422,-0.00422,-0.00422,-0.00421,-0.00419,-0.00418,-0.00417,-0.00415,-0.00414,-0.00413,-0.00412,-0.0041,-0.00409,-0.00408,-0.00407,-0.00405,-0.00404,-0.00403,-0.00402,-0.00401,-0.00399,-0.00398,-0.00397,-0.00396,-0.00395,-0.00394,-0.00392,-0.00391,-0.0039,-0.00389,-0.00388,-0.00387,-0.00386,-0.00386,-0.00386,-0.00386,-0.00386,-0.00386,-0.00386,-0.00386,-0.00386,-0.00386,-0.00386,-0.00386,-0.00386,-0.00386,-0.00386,-0.00386,-0.00386,-0.00386,-0.00386,-0.00386,-0.00386
EU27,EUEEGNGSPPCS,EUCO2,1,-0.11522,-0.11522,-0.11522,-0.11441,-0.1136,-0.11281,-0.11203,-0.11126,-0.1105,-0.10975,-0.10901,-0.10828,-0.10756,-0.10716,-0.10677,-0.10638,-0.106,-0.10561,-0.10523,-0.10486,-0.10448,-0.10411,-0.10374,-0.10352,-0.1033,-0.10308,-0.10286,-0.10264,-0.10243,-0.10221,-0.10199,-0.10178,-0.10157,-0.10157,-0.10157,-0.10157,-0.10157,-0.10157,-0.10157,-0.10157,-0.10157,-0.10157,-0.10157,-0.10157,-0.10157,-0.10157,-0.10157,-0.10157,-0.10157,-0.10157,-0.10157,-0.10157,-0.10157
EU27,EUEEGNGSPPCS,EUCH4,1,-0.00205,-0.00205,-0.00205,-0.00204,-0.00203,-0.00201,-0.002,-0.00198,-0.00197,-0.00196,-0.00194,-0.00193,-0.00192,-0.00191,-0.0019,-0.0019,-0.00189,-0.00188,-0.00188,-0.00187,-0.00186,-0.00186,-0.00185,-0.00185,-0.00184,-0.00184,-0.00183,-0.00183,-0.00183,-0.00182,-0.00182,-0.00181,-0.00181,-0.00181,-0.00181,-0.00181,-0.00181,-0.00181,-0.00181,-0.00181,-0.00181,-0.00181,-0.00181,-0.00181,-0.00181,-0.00181,-0.00181,-0.00181,-0.00181,-0.00181,-0.00181,-0.00181,-0.00181
EU27,EUEEGNGSPPCS,EUN2O,1,-0.00021,-0.00021,-0.00021,-0.0002,-0.0002,-0.0002,-0.0002,-0.0002,-0.0002,-0.0002,-0.00019,-0.00019,-0.00019,-0.00019,-0.00019,-0.00019,-0.00019,-0.00019,-0.00019,-0.00019,-0.00019,-0.00019,-0.00018,-0.00018,-0.00018,-0.00018,-0.00018,-0.00018,-0.00018,-0.00018,-0.00018,-0.00018,-0.00018,-0.00018,-0.00018,-0.00018,-0.00018,-0.00018,-0.00018,-0.00018,-0.00018,-0.00018,-0.00018,-0.00018,-0.00018,-0.00018,-0.00018,-0.00018,-0.00018,-0.00018,-0.00018,-0.00018,-0.00018
EU27,EUEEGBIOPPCS,EUCO2,1,-0.37794,-0.37794,-0.37794,-0.3719,-0.36605,-0.36039,-0.3549,-0.34957,-0.3444,-0.33938,-0.3345,-0.32977,-0.32516,-0.32464,-0.32412,-0.3236,-0.32308,-0.32256,-0.32204,-0.32153,-0.32102,-0.32051,-0.32,-0.31949,-0.31899,-0.31848,-0.31798,-0.31748,-0.31698,-0.31648,-0.31599,-0.31549,-0.315,-0.315,-0.315,-0.315,-0.315,-0.315,-0.315,-0.315,-0.315,-0.315,-0.315,-0.315,-0.315,-0.315,-0.315,-0.315,-0.315,-0.315,-0.315,-0.315,-0.315
EU27,EUEEGBIOPPCS,EUCH4,1,-0.10123,-0.10123,-0.10123,-0.09962,-0.09805,-0.09653,-0.09506,-0.09363,-0.09225,-0.09091,-0.0896,-0.08833,-0.0871,-0.08696,-0.08682,-0.08668,-0.08654,-0.0864,-0.08626,-0.08612,-0.08599,-0.08585,-0.08571,-0.08558,-0.08544,-0.08531,-0.08517,-0.08504,-0.08491,-0.08477,-0.08464,-0.08451,-0.08438,-0.08438,-0.08438,-0.08438,-0.08438,-0.08438,-0.08438,-0.08438,-0.08438,-0.08438,-0.08438,-0.08438,-0.08438,-0.08438,-0.08438,-0.08438,-0.08438,-0.08438,-0.08438,-0.08438,-0.08438
EU27,EUEEGBIOPPCS,EUN2O,1,-0.0135,-0.0135,-0.0135,-0.01328,-0.01307,-0.01287,-0.01267,-0.01248,-0.0123,-0.01212,-0.01195,-0.01178,-0.01161,-0.01159,-0.01158,-0.01156,-0.01154,-0.01152,-0.0115,-0.01148,-0.01146,-0.01145,-0.01143,-0.01141,-0.01139,-0.01137,-0.01136,-0.01134,-0.01132,-0.0113,-0.01129,-0.01127,-0.01125,-0.01125,-0.01125,-0.01125,-0.01125,-0.01125,-0.01125,-0.01125,-0.01125,-0.01125,-0.01125,-0.01125,-0.01125,-0.01125,-0.01125,-0.01125,-0.01125,-0.01125,-0.01125,-0.01125,-0.01125
EU27,EUEINCOAFCCI,EUCO2,1,-0.12341,-0.12341,-0.12341,-0.12178,-0.1202,-0.11864,-0.11713,-0.11565,-0.1142,-0.11278,-0.1114,-0.11005,-0.10872,-0.10839,-0.10807,-0.10774,-0.10742,-0.1071,-0.10678,-0.10646,-0.10615,-0.10583,-0.10552,-0.10521,-0.10491,-0.1046,-0.1043,-0.10399,-0.10369,-0.10339,-0.1031,-0.1028,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251
EU27,EUEINCOAFCCI,EUCH4,1,-0.00126,-0.00126,-0.00126,-0.00125,-0.00123,-0.00121,-0.0012,-0.00118,-0.00117,-0.00115,-0.00114,-0.00113,-0.00111,-0.00111,-0.0011,-0.0011,-0.0011,-0.0011,-0.00109,-0.00109,-0.00109,-0.00108,-0.00108,-0.00108,-0.00107,-0.00107,-0.00107,-0.00106,-0.00106,-0.00106,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105
EU27,EUEINCOAFCCI,EUN2O,1,-0.00189,-0.00189,-0.00189,-0.00187,-0.00184,-0.00182,-0.0018,-0.00177,-0.00175,-0.00173,-0.00171,-0.00169,-0.00167,-0.00166,-0.00166,-0.00165,-0.00165,-0.00164,-0.00164,-0.00163,-0.00163,-0.00162,-0.00162,-0.00161,-0.00161,-0.0016,-0.0016,-0.00159,-0.00159,-0.00159,-0.00158,-0.00158,-0.00157,-0.00157,-0.00157,-0.00157,-0.00157,-0.00157,-0.00157,-0.00157,-0.00157,-0.00157,-0.00157,-0.00157,-0.00157,-0.00157,-0.00157,-0.00157,-0.00157,-0.00157,-0.00157,-0.00157,-0.00157
EU27,EUEINNGSFCCI,EUCO2,1,-0.07346,-0.07346,-0.07346,-0.07237,-0.07131,-0.07027,-0.06926,-0.06827,-0.06731,-0.06636,-0.06544,-0.06454,-0.06366,-0.06353,-0.06341,-0.06329,-0.06317,-0.06304,-0.06293,-0.06281,-0.06269,-0.06257,-0.06246,-0.06232,-0.06219,-0.06206,-0.06193,-0.06179,-0.06166,-0.06153,-0.06141,-0.06128,-0.06115,-0.06115,-0.06115,-0.06115,-0.06115,-0.06115,-0.06115,-0.06115,-0.06115,-0.06115,-0.06115,-0.06115,-0.06115,-0.06115,-0.06115,-0.06115,-0.06115,-0.06115,-0.06115,-0.06115,-0.06115
EU27,EUEINNGSFCCI,EUCH4,1,-0.00131,-0.00131,-0.00131,-0.00129,-0.00127,-0.00125,-0.00123,-0.00122,-0.0012,-0.00118,-0.00117,-0.00115,-0.00113,-0.00113,-0.00113,-0.00113,-0.00113,-0.00112,-0.00112,-0.00112,-0.00112,-0.00112,-0.00111,-0.00111,-0.00111,-0.00111,-0.0011,-0.0011,-0.0011,-0.0011,-0.00109,-0.00109,-0.00109,-0.00109,-0.00109,-0.00109,-0.00109,-0.00109,-0.00109,-0.00109,-0.00109,-0.00109,-0.00109,-0.00109,-0.00109,-0.00109,-0.00109,-0.00109,-0.00109,-0.00109,-0.00109,-0.00109,-0.00109
EU27,EUEINNGSFCCI,EUN2O,1,-0.00013,-0.00013,-0.00013,-0.00013,-0.00013,-0.00013,-0.00012,-0.00012,-0.00012,-0.00012,-0.00012,-0.00012,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011,-0.00011
EU27,EUEINCOAFCCC,EUCO2,1,-0.12341,-0.12341,-0.12341,-0.12178,-0.1202,-0.11864,-0.11713,-0.11565,-0.1142,-0.11278,-0.1114,-0.11005,-0.10872,-0.10839,-0.10807,-0.10774,-0.10742,-0.1071,-0.10678,-0.10646,-0.10615,-0.10583,-0.10552,-0.10521,-0.10491,-0.1046,-0.1043,-0.10399,-0.10369,-0.10339,-0.1031,-0.1028,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251,-0.10251
EU27,EUEINCOAFCCC,EUCH4,1,-0.00126,-0.00126,-0.00126,-0.00125,-0.00123,-0.00121,-0.0012,-0.00118,-0.00117,-0.00115,-0.00114,-0.00113,-0.00111,-0.00111,-0.0011,-0.0011,-0.0011,-0.0011,-0.00109,-0.00109,-0.00109,-0.00108,-0.00108,-0.00108,-0.00107,-0.00107,-0.00107,-0.00106,-0.00106,-0.00106,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105,-0.00105
